username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
margotop,"Kondisi Barang:Datang dalam keadaan baik
Desain:Menarik
Kualitas:Barang dengan kualitas baik",5,0,1741926975,kondisi barang datang dalam keadaan baik desain menarik kualitas barang dengan kualitas baik,kondisi barang datang dalam keadaan baik desain menarik kualitas barang dengan kualitas baik,13,neutral,0.55,92,0.010869565217391304,0.46153846153846156,0.0,0.0,0.11810200668896322,0
alanbanjarmasinkalsel,"Ada garansinya kan, ini seri apa mas soalnya kalau bukan charge bermasalah mungkin batrenya, mau coba beli chargenya dong , minta inpfo berapa harga charge laptop dell procie intel coreI5 windows 10 , raam 8gb hd 250gb , tolong direspon ya",5,1,1744351142,ada garansinya kan ini seri apa mas soalnya kalau bukan charge bermasalah mungkin batrenya mau coba beli chargenya dong minta inpfo berapa harga charge laptop dell procie intel corei5 windows 10 raam 8gb hd 250gb tolong direspon ya,ada garansinya kan ini seri apa mas soalnya kalau bukan charge bermasalah mungkin batrenya mau coba beli chargenya dong minta inpfo berapa harga charge laptop dell procie intel corei5 windows 10 raam 8gb hd 250gb tolong direspon ya,38,neutral,0.55,231,0.008658008658008658,0.05263157894736842,0.0,0.0,0.015322396901344269,0
muhamadfalchanmalahim,"Mohon di update stock nya yaa, saya pesan DELL 7280(karna di keterangan stock masih banyak) tapi tawarkanya DELL7270 karna DELL 7280 habis. Jadi orang yang mau beli gak kerepotan 

Selebihnya aman.",5,0,1742010896,mohon di update stock nya yaa saya pesan dell 7280 karna di keterangan stock masih banyak tapi tawarkanya dell7270 karna dell 7280 habis jadi orang yang mau beli gak kerepotan selebihnya aman,mohon di update stock nya yaa saya pesan dell 7280 karna di keterangan stock masih banyak tapi tawarkanya dell7270 karna dell 7280 habis jadi orang yang mau beli gak kerepotan selebihnya aman,32,neutral,0.55,191,0.020942408376963352,0.3125,0.0,0.0,0.08336060209424084,0
chapunknawiir,"Desain:dell
Kondisi Barang:allhamdulilah baik
Kualitas:semoga awet.. maksih banyak recom buat tokonya",5,0,1741765071,desain dell kondisi barang allhamdulilah baik kualitas semoga awet maksih banyak recom buat tokonya,desain dell kondisi barang allhamdulilah baik kualitas semoga awet maksih banyak recom buat tokonya,14,neutral,0.55,99,0.020202020202020204,0.0,0.0,0.0,0.005050505050505051,0
khafidzadinda,"Fitur Terbaik:hardware oke, worth banget buat harga segini
Sepadan dengan Harga:worth it",5,0,1742185929,fitur terbaik hardware oke worth banget buat harga segini sepadan dengan harga worth it,fitur terbaik hardware oke worth banget buat harga segini sepadan dengan harga worth it,14,neutral,0.55,87,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,0
nurdin_1996,"Desain:bagus
Kondisi Barang:overall bagus
Fungsi:blm di coba

Untuk overall bagus , barang second yang sesuai harga 
Next kalo butuh lagi pasti order di sini",5,0,1741680809,desain bagus kondisi barang overall bagus fungsi blm di coba untuk overall bagus barang second yang sesuai harga next kalo butuh lagi pasti order di sini,desain bagus kondisi barang overall bagus fungsi blm di coba untuk overall bagus barang second yang sesuai harga next kalo butuh lagi pasti order di sini,26,positive,0.75,153,0.013071895424836602,0.34615384615384615,0.0,0.0,0.08980643539467069,0
vynfrmnsy,"Kondisinya very good, lecet pemakaian dikit wajar lah. Thanks seller",5,0,1742186254,kondisinya very good lecet pemakaian dikit wajar lah thanks seller,kondisinya very good lecet pemakaian dikit wajar lah thanks seller,10,neutral,0.55,66,0.030303030303030304,0.0,0.0,0.0,0.007575757575757576,0
dian.berkah,"Kondisi Barang:Kondisi bagus 90-95%
Desain:sesuai spek
Kualitas:penggunaan 1 hari setelah pembelian lancar tidak ada kendala, mantab.",5,0,1741931304,kondisi barang kondisi bagus 90 95 desain sesuai spek kualitas penggunaan 1 hari setelah pembelian lancar tidak ada kendala mantab,kondisi barang kondisi bagus 90 95 desain sesuai spek kualitas penggunaan 1 hari setelah pembelian lancar tidak ada kendala mantab,20,positive,0.75,130,0.015384615384615385,0.1,0.0,0.0,0.028846153846153848,0
igor_tamse,"Mantap bang semoga awet unitnya, barokah selalu",5,0,1741940772,mantap bang semoga awet unitnya barokah selalu,mantap bang semoga awet unitnya barokah selalu,7,positive,0.75,46,0.0,0.0,0.0,0.0,0.0,0
venaajeng,"Kondisi Barang:mulus sperti bidadari
Kualitas:baik
Desain:bagus

Barang sesuai dengan harga",5,0,1741933150,kondisi barang mulus sperti bidadari kualitas baik desain bagus barang sesuai dengan harga,kondisi barang mulus sperti bidadari kualitas baik desain bagus barang sesuai dengan harga,13,positive,0.75,90,0.0,0.15384615384615385,0.0,0.0,0.038461538461538464,0
ubaidillahubex,"Sepadan dengan Harga:cocok dikantong
Fitur Terbaik:berfungsi dengan baik

Barang bagus 👍👍👍",5,0,1741946826,sepadan dengan harga cocok dikantong fitur terbaik berfungsi dengan baik barang bagus,sepadan dengan harga cocok dikantong fitur terbaik berfungsi dengan baik barang bagus,12,positive,0.75,85,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0
ss.kaptensahrul,"Produk Bagus, Semoga segera re order lagi kalo awet dan sesuai expektasi",5,0,1741679931,produk bagus semoga segera re order lagi kalo awet dan sesuai expektasi,produk bagus semoga segera re order lagi kalo awet dan sesuai expektasi,12,positive,0.75,71,0.0,0.0,0.0,0.0,0.0,0
ybasri76,"Pengiriman cepat, kualitas notebook jg bagus, terima kasih",5,0,1749877981,pengiriman cepat kualitas notebook jg bagus terima kasih,pengiriman cepat kualitas notebook jg bagus terima kasih,8,positive,0.75,56,0.017857142857142856,0.0,0.0,0.0,0.004464285714285714,0
fadeljibran,"Kondisi Barang:muluss walaupun engsel laptopnya agak kendor, overall bagus sih
Kualitas:bagus
Desain:lumayan bagus",5,0,1741932431,kondisi barang muluss walaupun engsel laptopnya agak kendor overall bagus sih kualitas bagus desain lumayan bagus,kondisi barang muluss walaupun engsel laptopnya agak kendor overall bagus sih kualitas bagus desain lumayan bagus,16,positive,0.75,113,0.017699115044247787,0.1875,0.0,0.0,0.05129977876106195,0
g*****a,"Alhamdulillah nyampek juga laptopnya. Semoga awet dan gak ada kendala. Sejauh ini respon penjual baik, smg seterusnya pun begitu. Butuh 4 hari barangnya smp di rmh. 
Terima kasih",5,1,1742186063,alhamdulillah nyampek juga laptopnya semoga awet dan gak ada kendala sejauh ini respon penjual baik smg seterusnya pun begitu butuh 4 hari barangnya smp di rmh terima kasih,alhamdulillah nyampek juga laptopnya semoga awet dan gak ada kendala sejauh ini respon penjual baik smg seterusnya pun begitu butuh 4 hari barangnya smp di rmh terima kasih,28,neutral,0.55,172,0.005813953488372093,0.0,0.0,0.0,0.0014534883720930232,0
ayuferry,"Desain:keten
Kondisi Barang:bagus, meski second masih bagus banget
Fungsi:semoga awet",5,0,1741846623,desain keten kondisi barang bagus meski second masih bagus banget fungsi semoga awet,desain keten kondisi barang bagus meski second masih bagus banget fungsi semoga awet,13,positive,0.75,84,0.0,0.15384615384615385,0.0,0.0,0.038461538461538464,0
agus_purwanto.999,"Thank you 
Semoga awet",5,0,1741768612,thank you semoga awet,thank you semoga awet,4,neutral,0.55,21,0.0,0.0,0.0,0.0,0.0,0
geraiocha.com,"Puas banget Sama barangnya, semua berjalan normal & sesuai deskripsi, tq seller",5,0,1741765203,puas banget sama barangnya semua berjalan normal sesuai deskripsi tq seller,puas banget sama barangnya semua berjalan normal sesuai deskripsi tq seller,11,positive,0.75,75,0.013333333333333334,0.0,0.0,0.0,0.0033333333333333335,0
f*****m,"Saya beri dulu bintang 3 ya min krn baru pake 2 hari layar drop, skrg lg di cek semoga baik2 aja untung admin fast response, huhu resiko beli brg second...",5,1,1741931980,saya beri dulu bintang 3 ya min krn baru pake 2 hari layar drop skrg lg di cek semoga baik2 aja untung admin fast response huhu resiko beli brg second,saya beri dulu bintang 3 ya min krn baru pake 2 hari layar drop skrg lg di cek semoga baik2 aja untung admin fast response huhu resiko beli brg second,30,neutral,0.55,150,0.0,0.0,0.0,0.0,0.0,0
yan.m.y,Hadiah buat istri sangat suka dan full senyum,5,0,1741686159,hadiah buat istri sangat suka dan full senyum,hadiah buat istri sangat suka dan full senyum,8,neutral,0.55,45,0.022222222222222223,0.0,0.0,0.0,0.005555555555555556,0
parlaunganpulungan,Sesuai dan bagus..,5,0,1742015409,sesuai dan bagus,sesuai dan bagus,3,positive,0.75,16,0.0,0.0,0.0,0.0,0.0,0
jtriono007,"Sangat bagus, memuaskan, sesuai dengan deskripsi. Best seller",5,0,1749876103,sangat bagus memuaskan sesuai dengan deskripsi best seller,sangat bagus memuaskan sesuai dengan deskripsi best seller,8,positive,0.75,58,0.017241379310344827,0.0,0.0,0.0,0.004310344827586207,0
nazilah_0108,Puas sekali sekali sekali,5,0,1741766409,puas sekali sekali sekali,puas sekali sekali sekali,4,positive,0.75,25,0.0,0.75,0.0,0.0,0.1875,0
xiangxin.id,Bagus 👍👍👍👍👍👍👍👍👍👍👍,5,0,1741672312,bagus,bagus,1,positive,0.75,5,0.0,0.0,0.2,0.0,0.6599999999999999,1
n*****e,"Bagus, cuman batre agak boros",5,0,1741769331,bagus cuman batre agak boros,bagus cuman batre agak boros,5,positive,0.75,28,0.0,0.0,0.0,0.0,0.0,0
aventytianda,Layar kedip2 saat start,5,0,1742185825,layar kedip2 saat start,layar kedip2 saat start,4,neutral,0.55,23,0.043478260869565216,0.0,0.0,0.0,0.010869565217391304,0
jacksvev,Laptop kondisi bagus...cuman salah kirim dari yg dijelasin oleh seller tpi gpp.. terimakasih karena buble warp nya tebel.,5,0,1741934630,laptop kondisi bagus cuman salah kirim dari yg dijelasin oleh seller tpi gpp terimakasih karena buble warp nya tebel,laptop kondisi bagus cuman salah kirim dari yg dijelasin oleh seller tpi gpp terimakasih karena buble warp nya tebel,19,positive,0.75,116,0.017241379310344827,0.0,0.0,0.0,0.004310344827586207,0
m.rey26,"Setelah dicoba 2 hari normal dan nyaman, semoga tidak ada kendala. Terimakasih seller keren.",5,0,1742014132,setelah dicoba 2 hari normal dan nyaman semoga tidak ada kendala terimakasih seller keren,setelah dicoba 2 hari normal dan nyaman semoga tidak ada kendala terimakasih seller keren,14,neutral,0.55,89,0.011235955056179775,0.0,0.0,0.0,0.0028089887640449437,0
1*****a,"Desain:menarik
Kondisi Barang:lecet dikit dibagian depan
Kualitas:bagus

Maaf gk bisa kasi review/unboxing karna videonya gk bisa di upload padhal udh direkam. Semoga awet gk ada kendala apapun, selalu amanah ya min☺️🙏",5,0,1741687087,desain menarik kondisi barang lecet dikit dibagian depan kualitas bagus maaf gk bisa kasi review unboxing karna videonya gk bisa di upload padhal udh direkam semoga awet gk ada kendala apapun selalu amanah ya min,desain menarik kondisi barang lecet dikit dibagian depan kualitas bagus maaf gk bisa kasi review unboxing karna videonya gk bisa di upload padhal udh direkam semoga awet gk ada kendala apapun selalu amanah ya min,35,positive,0.75,212,0.0047169811320754715,0.14285714285714285,0.0,0.0,0.03689353099730458,0
ardiginanjar.bekuk,"Desain:bagus
Kondisi Barang:baik
Fungsi:berfungsi dengan baik

Jos mantap",5,0,1746859882,desain bagus kondisi barang baik fungsi berfungsi dengan baik jos mantap,desain bagus kondisi barang baik fungsi berfungsi dengan baik jos mantap,11,positive,0.75,72,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
s*****5,"Desain:bagus

Alhamdulillah kondisi baik... Semoga awet...",5,0,1741679814,desain bagus alhamdulillah kondisi baik semoga awet,desain bagus alhamdulillah kondisi baik semoga awet,7,positive,0.75,51,0.0196078431372549,0.0,0.0,0.0,0.004901960784313725,0
mfajri1991,"Fitur Terbaik:worthed it untuk laptop second

Muluss",5,0,1741934844,fitur terbaik worthed it untuk laptop second muluss,fitur terbaik worthed it untuk laptop second muluss,8,neutral,0.55,51,0.0196078431372549,0.0,0.0,0.0,0.004901960784313725,0
titik1_22,"Barang sesuai,,admin fast respon,sangat membantu..
Sehat selalu admin",5,0,1741938630,barang sesuai admin fast respon sangat membantu sehat selalu admin,barang sesuai admin fast respon sangat membantu sehat selalu admin,10,positive,0.75,66,0.0,0.2,0.0,0.0,0.05,0
jumakir73,"Sepadan dengan Harga:iya bagus
Fitur Terbaik:alhamdulillah joss

Cm casing atas agak hbs kenas gesek,, baret... 
Untuk lain nya lancar",5,1,1742007622,sepadan dengan harga iya bagus fitur terbaik alhamdulillah joss cm casing atas agak hbs kenas gesek baret untuk lain nya lancar,sepadan dengan harga iya bagus fitur terbaik alhamdulillah joss cm casing atas agak hbs kenas gesek baret untuk lain nya lancar,21,positive,0.75,127,0.015748031496062992,0.0,0.0,0.0,0.003937007874015748,0
hasta.af86,Biarkan bintang berbicara,5,0,1741765027,biarkan bintang berbicara,biarkan bintang berbicara,3,neutral,0.55,25,0.0,0.0,0.0,0.0,0.0,0
h*****_,"Desain:bagus
Kondisi Barang:aman
Fungsi:semua berfungsi dengan baik",5,0,1749875971,desain bagus kondisi barang aman fungsi semua berfungsi dengan baik,desain bagus kondisi barang aman fungsi semua berfungsi dengan baik,10,positive,0.75,67,0.0,0.0,0.0,0.0,0.0,0
windianihumaira12,"Barang bagus. penjual amanah, software tambahan dikasih sesuai permintaan. Terimakasih",5,0,1742009603,barang bagus penjual amanah software tambahan dikasih sesuai permintaan terimakasih,barang bagus penjual amanah software tambahan dikasih sesuai permintaan terimakasih,10,positive,0.75,83,0.012048192771084338,0.0,0.0,0.0,0.0030120481927710845,0
caayuscarf,"Desain:bagus
Kondisi Barang:bagus ga mengcewakan
Fungsi:sesuai banget",5,0,1744350946,desain bagus kondisi barang bagus ga mengcewakan fungsi sesuai banget,desain bagus kondisi barang bagus ga mengcewakan fungsi sesuai banget,10,positive,0.75,69,0.0,0.2,0.0,0.0,0.05,0
fhebryvalidhaosea,"Desain:menarik
Kondisi Barang:mantapp jiwa

Mantapppp",5,0,1741675780,desain menarik kondisi barang mantapp jiwa mantapppp,desain menarik kondisi barang mantapp jiwa mantapppp,7,neutral,0.55,52,0.07692307692307693,0.0,0.0,0.0,0.019230769230769232,0
oceandy,N,5,0,1742010288,n,n,1,neutral,0.55,1,0.0,0.0,0.0,0.0,0.6,1
pratamatv01,"Desain:keten
Kondisi Barang:mantap
Fungsi:baik

Alhamdulillah pembelianbke 4",5,0,1741671304,desain keten kondisi barang mantap fungsi baik alhamdulillah pembelianbke 4,desain keten kondisi barang mantap fungsi baik alhamdulillah pembelianbke 4,10,positive,0.75,75,0.013333333333333334,0.0,0.0,0.0,0.0033333333333333335,0
dikabagoessetiawan,"Barang sudah sampai dengan selamat. 
Alhamdulillah tidak kecewa, cuma ada lecet dikit di fisik tapi tidak apaa apa. 
Rekomendasi kalau mau beli laptop second disini. 
Terimakasih admin, semoga semakin lancar usahanya
Mohon maaf ga ada fotonya karena laptop nya beliin adek",5,0,1742185565,barang sudah sampai dengan selamat alhamdulillah tidak kecewa cuma ada lecet dikit di fisik tapi tidak apaa apa rekomendasi kalau mau beli laptop second disini terimakasih admin semoga semakin lancar usahanya mohon maaf ga ada fotonya karena laptop nya beliin adek,barang sudah sampai dengan selamat alhamdulillah tidak kecewa cuma ada lecet dikit di fisik tapi tidak apaa apa rekomendasi kalau mau beli laptop second disini terimakasih admin semoga semakin lancar usahanya mohon maaf ga ada fotonya karena laptop nya beliin adek,41,negative,0.75,264,0.015151515151515152,0.14634146341463414,0.0,1.0,0.24037324464153734,0
kiapratama123,Desain:barang sangat baik dan terpercaya,5,0,1741674328,desain barang sangat baik dan terpercaya,desain barang sangat baik dan terpercaya,6,neutral,0.55,40,0.0,0.0,0.0,0.0,0.0,0
e*****o,Terimakasih kak,5,0,1752039455,terimakasih kak,terimakasih kak,2,neutral,0.55,15,0.0,0.0,0.0,0.0,0.2,0
n*****o,mantap.... mulus...,5,0,1741926978,mantap mulus,mantap mulus,2,positive,0.75,12,0.0,0.0,0.0,0.0,0.2,0
menik_septiana16,"Kondisi Barang:baik
Desain:oke
Kualitas:oke",4,0,1741680005,kondisi barang baik desain oke kualitas oke,kondisi barang baik desain oke kualitas oke,7,neutral,0.55,43,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,0
7tdwmiarro,"Desain:menarik
Kondisi Barang:dateng dgn kondisi mulus
Fungsi:bekerja dgn baik, sempet ragu mau co krna ketakutan g sesuai, alhmdllh aman sih.. Peking bagus bgt.. semoga awet..",5,0,1758948741,desain menarik kondisi barang dateng dgn kondisi mulus fungsi bekerja dgn baik sempet ragu mau co krna ketakutan g sesuai alhmdllh aman sih peking bagus bgt semoga awet,desain menarik kondisi barang dateng dgn kondisi mulus fungsi bekerja dgn baik sempet ragu mau co krna ketakutan g sesuai alhmdllh aman sih peking bagus bgt semoga awet,28,positive,0.75,168,0.005952380952380952,0.14285714285714285,0.0,0.0,0.03720238095238095,0
ayusuminabilah17,Mantabbb,5,0,1741934770,mantabbb,mantabbb,1,neutral,0.55,8,0.25,0.0,0.0,0.0,0.2625,0
dthrift_box,"Fitur Terbaik:lengkap
Sepadan dengan Harga:sesuai harga

Jangan ragu beli disini, amanah kok.
Barang bekas cuma lecet dikit.
Bisa juga konsultasi dgn tekhnisinya.",5,0,1742011549,fitur terbaik lengkap sepadan dengan harga sesuai harga jangan ragu beli disini amanah kok barang bekas cuma lecet dikit bisa juga konsultasi dgn tekhnisinya,fitur terbaik lengkap sepadan dengan harga sesuai harga jangan ragu beli disini amanah kok barang bekas cuma lecet dikit bisa juga konsultasi dgn tekhnisinya,24,positive,0.75,157,0.0,0.08333333333333333,0.0,0.0,0.020833333333333332,0
nandabathara,Desain:mantap,5,0,1741676745,desain mantap,desain mantap,2,positive,0.75,13,0.0,0.0,0.0,0.0,0.2,0
putraoggie,sesuai dengan apa yang di pesan. barang mulus.. gores dkit aja. wajar. tanks... semoga awet,5,0,1742188144,sesuai dengan apa yang di pesan barang mulus gores dkit aja wajar tanks semoga awet,sesuai dengan apa yang di pesan barang mulus gores dkit aja wajar tanks semoga awet,15,positive,0.75,83,0.0,0.0,0.0,0.0,0.0,0
r*****2,Mantap. Kondisi laptop lumayan mulus. Somoga awet,5,0,1742013188,mantap kondisi laptop lumayan mulus somoga awet,mantap kondisi laptop lumayan mulus somoga awet,7,positive,0.75,47,0.0,0.0,0.0,0.0,0.0,0
,,5,0,1741933047,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
jessicalapian,,5,0,1741680942,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
hyun_365,"Kondisi Barang:Amanah
Fungsi:Restorasi Bagus

bagi anak kuliah atau anak sekolah rekomende belanja leptop disini saya aceh peaan jauh dari luan aceh,pokok Sebelum Beli Bismllah",4,0,1741676637,kondisi barang amanah fungsi restorasi bagus bagi anak kuliah atau anak sekolah rekomende belanja leptop disini saya aceh peaan jauh dari luan aceh pokok sebelum beli bismllah,kondisi barang amanah fungsi restorasi bagus bagi anak kuliah atau anak sekolah rekomende belanja leptop disini saya aceh peaan jauh dari luan aceh pokok sebelum beli bismllah,27,positive,0.75,175,0.011428571428571429,0.14814814814814814,0.0,0.0,0.03989417989417989,0
iammoat,"Desain:Keren
Kondisi Barang:Mulus sekali
Kualitas:sesuai

Barang sesuai pesanan",5,0,1741765249,desain keren kondisi barang mulus sekali kualitas sesuai barang sesuai pesanan,desain keren kondisi barang mulus sekali kualitas sesuai barang sesuai pesanan,11,positive,0.75,78,0.0,0.36363636363636365,0.0,0.0,0.09090909090909091,0
lmalin47,"Desain:menarik
Kondisi Barang:baik
Kualitas:bagus

Mantap bosku",5,0,1741766673,desain menarik kondisi barang baik kualitas bagus mantap bosku,desain menarik kondisi barang baik kualitas bagus mantap bosku,9,positive,0.75,62,0.0,0.0,0.0,0.0,0.0,0
ikasambadha,,5,0,1741680092,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
toyo102008,,5,0,1741769285,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
m*****1,"Packing aman dan barang cepat sampai,kualitas barang bagus.mantap",5,0,1742188452,packing aman dan barang cepat sampai kualitas barang bagus mantap,packing aman dan barang cepat sampai kualitas barang bagus mantap,10,positive,0.75,65,0.0,0.2,0.0,0.0,0.05,0
i.yum,"Desain:bagus
Kondisi Barang:bagus
Fungsi:baik

real pict",5,0,1749877929,desain bagus kondisi barang bagus fungsi baik real pict,desain bagus kondisi barang bagus fungsi baik real pict,9,positive,0.75,55,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
jeffrey.sinaga,Pengiriman cepat.. mantaplah,5,0,1741765601,pengiriman cepat mantaplah,pengiriman cepat mantaplah,3,positive,0.75,26,0.0,0.0,0.0,0.0,0.0,0
mommystrongest,"Barang sesuai pesanan. Lumayan lah. 
Tapi layar nya kecil. Tak kira gede😅",5,0,1741767606,barang sesuai pesanan lumayan lah tapi layar nya kecil tak kira gede,barang sesuai pesanan lumayan lah tapi layar nya kecil tak kira gede,12,positive,0.75,68,0.0,0.0,0.0,0.0,0.0,0
andryallshoop,Good,5,0,1742010861,good,good,1,neutral,0.55,4,0.25,0.0,0.0,0.0,0.6625,1
12348765_.240112,"Kemas bagus ...
Rapi aman...",5,0,1741770648,kemas bagus rapi aman,kemas bagus rapi aman,4,positive,0.75,21,0.0,0.0,0.0,0.0,0.0,0
i*****h,"Desain:ok
Kondisi Barang:ok
Kualitas:ok

Barang mulus, aplikasi jalan Alus...",5,0,1741685668,desain ok kondisi barang ok kualitas ok barang mulus aplikasi jalan alus,desain ok kondisi barang ok kualitas ok barang mulus aplikasi jalan alus,12,neutral,0.55,72,0.0,0.4166666666666667,0.0,0.0,0.10416666666666667,0
robby_dnoci,Baguss,5,0,1742187733,baguss,baguss,1,neutral,0.55,6,0.16666666666666666,0.0,0.0,0.0,0.6416666666666666,1
asepsaepudin_81,"Desain:Cakep
Kondisi Barang:Mulus
Kualitas:produk terbaik",5,0,1741768864,desain cakep kondisi barang mulus kualitas produk terbaik,desain cakep kondisi barang mulus kualitas produk terbaik,8,neutral,0.55,57,0.0,0.0,0.0,0.0,0.0,0
,"Sudah beli 2 kali disini, pertama kali order produk sesuai pesanan dan bagus, kedua kali order terdapat kendala baterai nya rusak, tapi admin tanggung jwb dan fast respon, recommended buat tokonya🙌🏻",3,0,1711898182,sudah beli 2 kali disini pertama kali order produk sesuai pesanan dan bagus kedua kali order terdapat kendala baterai nya rusak tapi admin tanggung jwb dan fast respon recommended buat tokonya,sudah beli 2 kali disini pertama kali order produk sesuai pesanan dan bagus kedua kali order terdapat kendala baterai nya rusak tapi admin tanggung jwb dan fast respon recommended buat tokonya,31,positive,0.75,192,0.010416666666666666,0.22580645161290322,0.0,0.0,0.05905577956989247,0
anaainunnikmatin8694,"Desain:bagus
Kondisi Barang:sesuai
Kualitas:bagus

MasyaAlloh, setelah pemakaian  1 bulan ternyata ada aja masalahnya, sedikit2 blank gak mau masuk windows . Selama dua bulan ini udah 2 kali servis. Peforma hard disk penurun tiap kali habis blank 🫠🫠",4,0,1741676617,desain bagus kondisi barang sesuai kualitas bagus masyaalloh setelah pemakaian 1 bulan ternyata ada aja masalahnya sedikit2 blank gak mau masuk windows selama dua bulan ini udah 2 kali servis peforma hard disk penurun tiap kali habis blank,desain bagus kondisi barang sesuai kualitas bagus masyaalloh setelah pemakaian 1 bulan ternyata ada aja masalahnya sedikit2 blank gak mau masuk windows selama dua bulan ini udah 2 kali servis peforma hard disk penurun tiap kali habis blank,38,positive,0.75,239,0.008368200836820083,0.21052631578947367,0.0,0.0,0.05472362915657344,0
harrrisvis,"Desain:menarik
Kondisi Barang:sesuai mantap
Kualitas:baik",5,0,1741684738,desain menarik kondisi barang sesuai mantap kualitas baik,desain menarik kondisi barang sesuai mantap kualitas baik,8,positive,0.75,57,0.0,0.0,0.0,0.0,0.0,0
lalurachmatramdhany,"Kondisi Barang:Mantap
Desain:Elegan
Kualitas:Memuaskan",5,0,1741853212,kondisi barang mantap desain elegan kualitas memuaskan,kondisi barang mantap desain elegan kualitas memuaskan,7,positive,0.75,54,0.0,0.0,0.0,0.0,0.0,0
a*****e,"Fitur Terbaik:Terbaik
Sepadan dengan Harga:Sepadan",5,0,1742012813,fitur terbaik terbaik sepadan dengan harga sepadan,fitur terbaik terbaik sepadan dengan harga sepadan,7,neutral,0.55,50,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0
hipermall,"Sepadan dengan Harga:Murah berkualitas
Fitur Terbaik:ajib-ajib",5,0,1742012285,sepadan dengan harga murah berkualitas fitur terbaik ajib ajib,sepadan dengan harga murah berkualitas fitur terbaik ajib ajib,9,neutral,0.55,62,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
m*****n,"bukan sekedar jelek tapi bener tidak sesuai spek, barang sconde begini boleh di bilang mahal.... karna baru di bawah 4juta pun ada
lebih rekomend inisial L",2,4,1735036151,bukan sekedar jelek tapi bener tidak sesuai spek barang sconde begini boleh di bilang mahal karna baru di bawah 4juta pun ada lebih rekomend inisial l,bukan sekedar jelek tapi bener tidak sesuai spek barang sconde begini boleh di bilang mahal karna baru di bawah 4juta pun ada lebih rekomend inisial l,26,negative,0.75,150,0.0,0.07692307692307693,0.0,0.0,0.019230769230769232,0
s*****7,,5,0,1742186187,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
1*****2,"Kondisi Barang:Bagus
Kualitas:Bagus

Top markotop untuk harga segitu.",5,0,1741767877,kondisi barang bagus kualitas bagus top markotop untuk harga segitu,kondisi barang bagus kualitas bagus top markotop untuk harga segitu,10,positive,0.75,67,0.0,0.2,0.0,0.0,0.05,0
khaerulumamaxl,Mantappp 👍👍👍 speak gahar harga bersahabat,5,0,1741765128,mantappp speak gahar harga bersahabat,mantappp speak gahar harga bersahabat,5,neutral,0.55,37,0.05405405405405406,0.0,0.0,0.0,0.013513513513513514,0
euis180891,"Kondisi Barang:lumayan
Desain:elegan
Kualitas:bagus",5,0,1741926423,kondisi barang lumayan desain elegan kualitas bagus,kondisi barang lumayan desain elegan kualitas bagus,7,positive,0.75,51,0.0,0.0,0.0,0.0,0.0,0
mawartikkaningrum,,4,0,1741682187,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
nuraini_naeyla,"Kondisi Barang:msh mulus
Desain:standar
Kualitas:baik

Barang mulus walaupun seken. Semoga aman dan awat",4,0,1741680361,kondisi barang msh mulus desain standar kualitas baik barang mulus walaupun seken semoga aman dan awat,kondisi barang msh mulus desain standar kualitas baik barang mulus walaupun seken semoga aman dan awat,16,neutral,0.55,102,0.0,0.25,0.0,0.0,0.0625,0
zieman82,"Kondisi Barang:like new oke
Kualitas:bagus lhah utk brg sekend

Ookee....recomended",5,0,1741931513,kondisi barang like new oke kualitas bagus lhah utk brg sekend ookee recomended,kondisi barang like new oke kualitas bagus lhah utk brg sekend ookee recomended,13,positive,0.75,79,0.02531645569620253,0.0,0.0,0.0,0.006329113924050633,0
qhelliek,"Fitur Terbaik:Sedang untuk barang bekas pakai
Sepadan dengan Harga:Harga sesuai untuk barang bekas pakai",3,3,1733436281,fitur terbaik sedang untuk barang bekas pakai sepadan dengan harga harga sesuai untuk barang bekas pakai,fitur terbaik sedang untuk barang bekas pakai sepadan dengan harga harga sesuai untuk barang bekas pakai,16,positive,0.75,104,0.0,0.625,0.0,0.0,0.15625,0
artikaasr,"Fitur Terbaik:Mulus kayak baru

bagus saya suka, semoga awet",5,4,1742188196,fitur terbaik mulus kayak baru bagus saya suka semoga awet,fitur terbaik mulus kayak baru bagus saya suka semoga awet,10,positive,0.75,58,0.0,0.0,0.0,0.0,0.0,0
